Time_h,OD600
-0.5062500000000001,1.5088888888888887
-0.48750000000000004,1.5088888888888887
-0.46875,1.5088888888888887
-0.44999999999999996,1.5088888888888887
-0.43125,1.5088888888888887
-0.4125,1.5088888888888887
-0.39375,1.5088888888888887
-0.375,1.5088888888888887
-0.35625,1.5088888888888887
-0.33749999999999997,1.5088888888888887
-0.31875000000000003,1.5088888888888887
-0.3,1.5088888888888887
-0.28125,1.5088888888888887
-0.2625,1.5088888888888887
-0.24375000000000002,1.5088888888888887
-0.22499999999999998,1.5088888888888887
-0.20625,1.5088888888888887
-0.1875,1.5088888888888887
-0.16874999999999998,1.5088888888888887
-0.15,1.5088888888888887
-0.13125,1.5088888888888887
-0.11249999999999999,1.5088888888888887
-0.09375,1.5088888888888887
-0.075,1.5088888888888887
-0.056249999999999994,1.5088888888888887
-0.0375,1.5088888888888887
-0.01875,1.5088888888888887
0.0,1.5088888888888887
0.01875,1.5088888888888887
0.0375,1.5088888888888887
0.056249999999999994,1.5088888888888887
0.075,1.5088888888888887
0.09375,1.5088888888888887
0.11249999999999999,1.5088888888888887
0.13125,1.5088888888888887
0.15,1.5088888888888887
0.16874999999999998,1.5088888888888887
0.1875,1.5088888888888887
0.20625,1.5088888888888887
0.22499999999999998,1.5088888888888887
0.24375000000000002,1.5088888888888887
0.2625,1.5088888888888887
0.28125,1.5088888888888887
0.3,1.5088888888888887
0.31875000000000003,1.5088888888888887
0.33749999999999997,1.5088888888888887
0.35625,1.5088888888888887
0.375,1.5088888888888887
0.39375,1.5088888888888887
0.4125,1.5088888888888887
0.43125,1.5088888888888887
0.44999999999999996,1.5088888888888887
0.46875,1.5088888888888887
0.48750000000000004,1.5088888888888887
0.5062500000000001,1.5088888888888887
0.525,1.5088888888888887
0.54375,1.5088888888888887
0.5625,1.5088888888888887
0.58125,1.5088888888888887
0.6,1.5088888888888887
0.61875,1.5088888888888887
0.6375000000000001,1.5088888888888887
0.65625,1.5088888888888887
0.6749999999999999,1.5088888888888887
0.69375,1.5088888888888887
0.7125,1.5088888888888887
0.7312500000000001,1.5088888888888887
0.75,1.5088888888888887
0.7687499999999999,1.5088888888888887
0.7875,1.5088888888888887
0.80625,1.5088888888888887
0.825,1.5088888888888887
0.84375,1.5088888888888887
0.8625,1.5088888888888887
0.88125,1.5088888888888887
0.8999999999999999,1.5088888888888887
0.91875,1.5088888888888887
0.9375,1.5088888888888887
0.95625,1.5088888888888887
0.9750000000000001,1.5088888888888887
0.99375,1.5088888888888887
1.0125000000000002,1.5088888888888887
1.03125,1.5088888888888887
1.05,1.5088888888888887
1.0687499999999999,1.5088888888888887
1.0875,1.5088888888888887
1.10625,1.5088888888888887
1.125,1.5088888888888887
1.14375,1.5088888888888887
1.1625,1.5088888888888887
1.18125,1.5088888888888887
1.2,1.5088888888888887
1.21875,1.5088888888888887
1.2375,1.5088888888888887
1.25625,1.5088888888888887
1.2750000000000001,1.5088888888888887
1.29375,1.5088888888888887
1.3125,1.5088888888888887
1.3312499999999998,1.5088888888888887
1.3499999999999999,1.5088888888888887
1.36875,1.5088888888888887
1.3875,1.5088888888888887
1.40625,1.5088888888888887
1.425,1.5088888888888887
1.44375,1.5088888888888887
1.4625000000000001,1.5088888888888887
1.4812500000000002,1.5088888888888887
1.5,1.5088888888888887
1.51875,1.5088888888888887
1.5374999999999999,1.5088888888888887
1.55625,1.5088888888888887
1.575,1.5088888888888887
1.59375,1.5088888888888887
1.6125,1.5088888888888887
1.63125,1.5088888888888887
1.65,1.5088888888888887
1.66875,1.5088888888888887
1.6875,1.5088888888888887
1.70625,1.5088888888888887
1.725,1.5088888888888887
1.7437500000000001,1.5088888888888887
1.7625,1.5088888888888887
1.78125,1.5088888888888887
1.7999999999999998,1.5088888888888887
1.8187499999999999,1.5088888888888887
1.8375,1.5088888888888887
1.85625,1.5088888888888887
1.875,1.5088888888888887
1.89375,1.5088888888888887
1.9125,1.5088888888888887
1.9312500000000001,1.5088888888888887
1.9500000000000002,1.5088888888888887
1.96875,1.5088888888888887
1.9875,1.5088888888888887
2.00625,1.5088888888888887
2.0250000000000004,1.5088888888888887
2.04375,1.5088888888888887
2.0625,1.5088888888888887
2.0812500000000003,1.5088888888888887
2.1,1.5088888888888887
2.11875,1.5088888888888887
2.1374999999999997,1.5088888888888887
2.15625,1.5088888888888887
2.175,1.5088888888888887
2.1937499999999996,1.5088888888888887
2.2125,1.5088888888888887
2.2312499999999997,1.5088888888888887
2.25,1.5088888888888887
2.26875,1.5088888888888887
2.2875,1.5088888888888887
2.30625,1.5088888888888887
2.325,1.5088888888888887
2.34375,1.5088888888888887
2.3625,1.5088888888888887
2.38125,1.5088888888888887
2.4,1.5088888888888887
2.41875,1.5088888888888887
2.4375,1.5088888888888887
2.4562500000000003,1.5088888888888887
2.475,1.5088888888888887
2.4937500000000004,1.5088888888888887
2.5125,1.5088888888888887
2.53125,1.5088888888888887
2.5500000000000003,1.5088888888888887
2.56875,1.5088888888888887
2.5875,1.5088888888888887
2.6062499999999997,1.5088888888888887
2.625,1.5088888888888887
2.64375,1.5088888888888887
2.6624999999999996,1.5088888888888887
2.68125,1.5088888888888887
2.6999999999999997,1.5088888888888887
2.71875,1.5088888888888887
2.7375,1.5088888888888887
2.75625,1.5088888888888887
2.775,1.5088888888888887
2.79375,1.5088888888888887
2.8125,1.5088888888888887
2.83125,1.5088888888888887
2.85,1.5088888888888887
2.86875,1.5088888888888887
2.8875,1.5088888888888887
2.90625,1.5088888888888887
2.9250000000000003,1.5088888888888887
2.94375,1.5088888888888887
2.9625000000000004,1.5088888888888887
