t	OD3	OD8	OD12	OD9	OD2	OD5	OD4	OD13
0.15830000000000055	0.1455979480227016	0.0775432129496938	0.0855804947732545	0.0719977223719521	0.1154120879917499	0.0366276554718911	0.0972821411077298	0.0453750532175583
0.1664999999999992	0.0892987203552047	0.068562904675776	0.0976031922153453	0.0761015578555515	0.086864248648288	0.0499276687797576	0.0864843620759785	0.0439372217699673
0.1750000000000007	0.0885853523089243	0.0591685357382214	0.0802546343967702	0.0743865350447645	0.0878575307360538	0.0555240101653387	0.0878107201806059	0.0464925535965399
0.18329999999999913	0.0857265959530411	0.064201594034694	0.0760428760910518	0.0728192307395083	0.084751391426181	0.0421970759731016	0.0881421266493038	0.0484066163724712
0.19150000000000134	0.103255814788419	0.065980920544197	0.0849361117590197	0.0810139661961653	0.0918242553174213	0.0316432082728974	0.0870371537343253	0.0458540689917281
0.1999999999999993	0.0873612078255334	0.0583541674781393	0.0857415399985499	0.073714998607242	0.086864248648288	0.0430598446000092	0.0857101115598943	0.0454548982501705
0.20830000000000126	0.0916389403451143	0.0716196295566149	0.1068242325364843	0.0735657346029245	0.0873609698943091	0.0331419161430552	0.0879211971341593	0.0498407962278886
0.21649999999999991	0.1042594196824597	0.0765852188154578	0.0833237375382234	0.0811626200867241	0.0905857527578106	0.0442907085086605	0.0903496350665324	0.047130806248953
0.22500000000000142	0.0885853523089243	0.0562334304774569	0.1079326591376577	0.0728938949179855	0.0954102820207563	0.0528525265674963	0.0885838881446741	0.0460935279111094
0.23320000000000007	0.0916389403451143	0.0740256805692016	0.0886369049910564	0.0788571180463666	0.0935564847676762	0.0423203874256459	0.0890255196575307	0.0449757736144498
0.24150000000000205	0.0889930557341476	0.0607951130444828	0.0810630050756122	0.0767722136761257	0.09466903128299	0.0353845496130638	0.0885838881446741	0.0458540689917281
0.25	0.0871570327096407	0.0629053736837352	0.1001535393551176	0.0835394310949269	0.0905857527578106	0.052000579867182	0.0878107201806059	0.0456944115780579
0.25819999999999865	0.0878714567172866	0.0695292837519456	0.0863855189486972	0.08131126182524	0.0893462518686654	0.0352601291807248	0.0904599253076039	0.0488051171148331
0.2665000000000006	0.0878714567172866	0.059819511769005	0.0813862108028828	0.0830197690852934	0.0941746655380484	0.0478492101747678	0.0881421266493038	0.044256841577031
0.27500000000000213	0.0904186635164168	0.0604700275462839	0.0820323781361067	0.0769212147185349	0.0902140073891111	0.0379927710183733	0.0854888237488218	0.0436175438051495
0.2832000000000008	0.09235005729383	0.0534527628134444	0.0744192792309594	0.0758779509377305	0.0968917123938677	0.0355089500524476	0.0877002350948004	0.0425781885122322
0.29169999999999874	0.0929591698262866	0.0667885692020657	0.0706771857309478	0.0735657346029245	0.0898421721267919	0.0433061737094542	0.0853781676075193	0.0432178645328455
0.29990000000000094	0.0879734741334756	0.0637157253772944	0.0721427842956887	0.0750578235756833	0.0955337890780363	0.0437985973290782	0.0870371537343253	0.0412981373257714
0.30819999999999936	0.0871570327096407	0.0567232653648641	0.0825167902016543	0.0796011478081784	0.0941746655380484	0.0358820314825019	0.0846033461071673	0.0435376152243662
0.31670000000000087	0.0918421700314076	0.0616073246328046	0.0710030191421862	0.0824999585257941	0.0981251484017917	0.0353845496130638	0.0886943082056994	0.0408979299884091
0.3248999999999995	0.102854081549305	0.0704946488930904	0.0849361117590197	0.0751323958951406	0.0978785403373034	0.0303920631691305	0.0890255196575307	0.0423382499455513
0.3332000000000015	0.1000372732159231	0.0666270961759671	0.0710030191421862	0.0797499172356417	0.0984949863589399	0.0360063520196785	0.0871476876391259	0.0439372217699673
0.34169999999999945	0.1036573815038766	0.0653342907828857	0.0789601809877882	0.0800474195819518	0.0938037868992118	0.0316432082728974	0.0893566580372997	0.0408178775798226
0.34990000000000165	0.1065637742811265	0.0627432176657283	0.074094313030586	0.076995710661416	0.0936801408051053	0.0409628814916744	0.0893566580372997	0.0407378215234022
0.3582000000000001	0.0851129017839411	0.0612825260313218	0.0820323781361067	0.0759524896323071	0.1026802783070035	0.0453968185296522	0.0896877233772777	0.0432178645328455
0.3667000000000016	0.0869528143865101	0.0745061366651036	0.078798282437877	0.0797499172356417	0.1003428430573372	0.0554027780324746	0.0897980622650784	0.0420982786053372
0.37490000000000023	0.0895024430225097	0.0656576624701887	0.0833237375382234	0.0782616749678339	0.1034176781898885	0.0442907085086605	0.0904599253076039	0.0511146406711269
0.3830999999999989	0.0876673895303741	0.0687240383570078	0.0887975673278997	0.0759524896323071	0.0952867650425162	0.0478492101747678	0.0896877233772777	0.0464127557092393
0.39170000000000016	0.0890949546938866	0.0599821838370804	0.0836463744626421	0.0795267585298571	0.1039090817321959	0.0389840733920412	0.092113307159785	0.0421782726941746
0.3998999999999988	0.0871570327096407	0.0818418856421363	0.0765295545933155	0.0778149646690185	0.1003428430573372	0.0367518563641726	0.0904599253076039	0.0440171321731348
0.408100000000001	0.0925531374700776	0.0700120929310124	0.1036520267300065	0.0770702035526049	0.0980018493135581	0.0466239830394363	0.0895773763772584	0.0469712648220586
0.41669999999999874	0.0900115617246533	0.0733846819214516	0.0817093351418325	0.0859131394749468	0.1029261175608304	0.0591522155390835	0.0895773763772584	0.0461733402986652
0.42490000000000094	0.1011448539107082	0.061444939664387	0.0810630050756122	0.0779638802956288	0.1023114457170617	0.043921654398416	0.0931044627532706	0.0510350524461777
0.4330999999999996	0.0932635821754104	0.0680793342440821	0.0860635698530374	0.0814598914148252	0.1274346352328805	0.039974109047747	0.0958542435166176	0.0529441754800288
0.4416000000000011	0.1413586127375121	0.0650108054053646	0.0839689303035395	0.076846715723148	0.1337120565664182	0.0540679755077486	0.0972821411077298	0.0458540689917281
0.44979999999999976	0.1213609000203792	0.0632296000114553	0.1004719772928224	0.0788571180463666	0.1034176781898885	0.0581863473564872	0.0932145507613597	0.0467319255140434
0.45830000000000126	0.0967069057783225	0.0769046610349644	0.1031755203559581	0.0807166219537691	0.0705073099862847	0.0420737449053323	0.0944249862354045	0.0480080252216357
0.4664999999999999	0.1024521816321277	0.0667885692020657	0.1007903363796525	0.0772191801803359	0.064848121904955	0.0656406715567852	0.089467021264431	0.0446562845842688
0.4750000000000014	0.090316904155882	0.0917947021619021	0.0817093351418325	0.0818314122480075	0.0615688501409454	0.0763361908039488	0.0914521729586628	0.0487254241969985
0.4831000000000003	0.093567898669687	0.0637157253772944	0.0924872647669472	0.084133148744641	0.0711348249090946	0.0572192787070067	0.0827199698273428	0.047928296138858
0.4916000000000018	0.1054623751226582	0.0711376634053237	0.0871900386510451	0.0885798628722582	0.064848121904955	0.0783401075740033	0.0970625529521207	0.047928296138858
0.49980000000000047	0.0926546615549162	0.0594940813258215	0.0878332916447246	0.089393915593769	0.0806416565110499	0.0837368598866434	0.0971723510457387	0.0524670891711789
0.508300000000002	0.1043597230220605	0.072101343372843	0.0863855189486972	0.0882837533233367	0.0746441838457698	0.0798690555096766	0.0984893020579491	0.0546129580903205
0.5165000000000006	0.102854081549305	0.0604700275462839	0.0513048194243248	0.0849491941200604	0.0657298091716676	0.0750367947413381	0.1001338675634606	0.0505574473693499
0.5250000000000021	0.0932635821754104	0.0727432363967111	0.0886369049910564	0.0807166219537691	0.0697539538887301	0.07574582415215	0.0929943666698545	0.0517512167121303
0.5332000000000008	0.1050615558585092	0.0542714789635017	0.05279274377349	0.0853200028078795	0.0667368331018405	0.0574611585906366	0.0923336205279614	0.0469712648220586
0.5413999999999994	0.0991301272974087	0.065980920544197	0.0468306337805919	0.0848008494699801	0.0669884860700698	0.0633638545669086	0.0926640299581862	0.047210571529737
0.5499000000000009	0.0856243407003756	0.0524693408184635	0.0646342764491505	0.0823514139264816	0.0717620838499666	0.0562510063410262	0.0936548220668562	0.0527851611044631
0.5580999999999996	0.10355700542817	0.0488544404377595	0.0625043074762907	0.0791547664835174	0.0727651662346247	0.0563721063264119	0.0944249862354045	0.048326905376399
0.5666000000000011	0.0860332966958941	0.0724223458621153	0.0875117054303546	0.0860613934169229	0.0740180997344612	0.0541894159355949	0.0936548220668562	0.0504778338990412
0.5747999999999998	0.09235005729383	0.0722618586159598	0.062176305327152	0.0811626200867241	0.0663592764096474	0.0569773235911608	0.092443765086454	0.0552482681025452
0.5833000000000013	0.0976163252405621	0.0586800012843724	0.0652889396189562	0.0828712669446503	0.0732664621517678	0.0612007142615131	0.0925539015628	0.0463329541974584
0.5914999999999999	0.0833719780458142	0.0815241532632331	0.067250924337836	0.0787826983236605	0.0722637068362708	0.0543108373953884	0.0903496350665324	0.0477688271179861
0.6000000000000014	0.0889930557341476	0.0648490200581513	0.060535033261666	0.0856165953258081	0.0701306780747277	0.0550389681853791	0.0938749093001121	0.0507962661369401
0.6081000000000003	0.0884833995433833	0.0544351348077132	0.085097237840348	0.0860613934169229	0.0716366525302394	0.0566142497456161	0.0936548220668562	0.0496815007124418
0.6166000000000018	0.0831669566961625	0.0557433346716873	0.0662703075362611	0.0870247495298386	0.0684975395985123	0.0640835684216283	0.0917827764611178	0.0509554606157163
0.6248000000000005	0.0992309632848906	0.0640396663223139	0.0836463744626421	0.089837790797814	0.0684975395985123	0.0632438375865176	0.0945349774352841	0.0538979596221746
0.633300000000002	0.0900115617246533	0.064201594034694	0.0647979736090369	0.0924987690845089	0.0755202735587712	0.0633638545669086	0.0940949642664374	0.0516716573193782
0.6415000000000006	0.0843964314054501	0.0559067289476988	0.0661067984105856	0.0882097184015489	0.0751448676578263	0.075155011012592	0.0937648697175923	0.0501593439363183
0.649799999999999	0.0840892096593752	0.0488544404377595	0.0615200489024756	0.091833889478984	0.0783953446482819	0.0550389681853791	0.0929943666698545	0.04816747253364
0.6582000000000008	0.1011448539107082	0.0748263014054853	0.0610276357928825	0.0937539898882224	0.077645844208293	0.0547963336827557	0.0975016971427358	0.0507166634879716
0.6664999999999992	0.0883814360090784	0.0650108054053646	0.0661067984105856	0.0945657301204168	0.0765209081187556	0.0622830354367927	0.0964035956663558	0.0466521384985529
0.6749000000000009	0.0856243407003756	0.0743460125072523	0.0634878102201694	0.1010466400125409	0.0795189107696838	0.0775155875827278	0.0940949642664374	0.0500000773016005
0.6830999999999996	0.0885853523089243	0.0696902482965953	0.0894400157458732	0.1023694399379149	0.0695027531457412	0.0544322398935663	0.0964035956663558	0.0480877506865322
0.6916000000000011	0.080908839206929	0.0633916703398096	0.0732815370209754	0.0989870367016916	0.0781455517580465	0.0793989283757992	0.0939849408158988	0.0509554606157163
0.6998999999999995	0.0841916277832768	0.0583541674781393	0.0729562822968263	0.1052322096440487	0.0800180100870591	0.0658799499879012	0.0936548220668562	0.0511146406711269
0.7083000000000013	0.0819359121188587	0.0599821838370804	0.0644705583681561	0.104278453749103	0.0741433369518418	0.0644431761811255	0.0944249862354045	0.0488848064178419
0.7165999999999997	0.0830644296698526	0.0684017427685734	0.0907239492336891	0.1046453421410618	0.0760206722337386	0.0668363298693719	0.0960740085047628	0.0517512167121303
0.7248000000000019	0.0996342022109202	0.0757861277156379	0.0710030191421862	0.1057455633872361	0.0750197119877924	0.0529741570307269	0.0964035956663558	0.0508758651794138
0.7332999999999998	0.0830644296698526	0.0861205682317791	0.0570814986849157	0.1029570422859098	0.081265050101587	0.0552815269957993	0.0976114631178006	0.0429780133180024
0.741500000000002	0.1003394663654286	0.0616073246328046	0.0667607097500386	0.1028836023752486	0.0832582129346271	0.0762181531573014	0.0940949642664374	0.0510350524461777
0.75	0.0789543793425342	0.0542714789635017	0.0603707902974322	0.0958195254482454	0.0826356270356516	0.0540679755077486	0.0927741502734988	0.0468914886754063
0.7581999999999987	0.0794690954513257	0.063067501129451	0.059549259313762	0.0905773421122031	0.0788948087273393	0.0479716265882506	0.0936548220668562	0.0446562845842688
0.7664000000000009	0.090825593776366	0.067756812704351	0.0552687791581059	0.089541886034393	0.0723890870178038	0.048216401519409	0.092113307159785	0.049203527489622
0.7748999999999988	0.0781302609893597	0.0640396663223139	0.0564226249485733	0.0879135485682294	0.0826356270356516	0.0640835684216283	0.0905702074451113	0.0466521384985529
0.783100000000001	0.0769959453950588	0.076265665651368	0.0575754315211027	0.0916861054357749	0.0730158346217404	0.0669557948982486	0.092223467886134	0.041218103151225
0.791599999999999	0.079057344570842	0.0794562140146055	0.0602065262633657	0.0790059483551228	0.0827601643831172	0.0708879091262557	0.0914521729586628	0.0415382179756349
0.7998000000000012	0.0744129735412681	0.0692072701570154	0.0511393876265318	0.0871729128746547	0.0808910442757326	0.0543108373953884	0.0911214966206035	0.0405776984658512
0.8082999999999991	0.0739990538895074	0.0704946488930904	0.0524622434266577	0.0790059483551228	0.0782704532755502	0.071481958841242	0.0925539015628	0.0388153809552633
0.8165000000000013	0.0887892255438567	0.06549599083319	0.0762051227795024	0.0826484909914988	0.0798932504440497	0.0495612859921097	0.0948649026812642	0.0439372217699673
0.8249999999999993	0.084805908219296	0.0648490200581513	0.0575754315211027	0.0798242973858425	0.0756453884947347	0.0695794055987644	0.0923336205279614	0.0395365427117706
0.8332000000000015	0.0895024430225097	0.0832703251012052	0.0572461641412282	0.0853941554730965	0.0741433369518418	0.0579446928646019	0.0927741502734988	0.0393763101243678
0.8414000000000001	0.0753436422213216	0.0733846819214516	0.0555985555428009	0.0672855566827124	0.0731411534933563	0.0491947302679554	0.0931044627532706	0.043137917766149
0.8499000000000017	0.0708889656520375	0.0800929981872773	0.0433398566596263	0.0730432140786838	0.0761457464621546	0.051269595626417	0.0907907474142017	0.0386550825777352
0.8581000000000003	0.0691221062659275	0.0807293419514234	0.0460003604123486	0.070802138192322	0.0763958644030076	0.0585486884305508	0.0928842625105268	0.0404175608129708
0.8666000000000018	0.0880754807682115	0.065980920544197	0.0481579509108764	0.0760270252711219	0.0825110796008896	0.0476043194189321	0.0932145507613597	0.0416182375688549
0.8748000000000005	0.068705902147174	0.0212802645807244	0.0524622434266577	0.0763251372799533	0.077645844208293	0.0561298874966049	0.091341955607076	0.0395365427117706
0.883300000000002	0.0673519922447045	0.0638777101065262	0.0784744240284767	0.0743865350447645	0.0826356270356516	0.0498055603881006	0.0918929614484653	0.0360080455226619
0.8915000000000006	0.0726525836786822	0.0808883591504159	0.0570814986849157	0.080939634693669	0.0771459742130531	0.0499276687797576	0.0953046902291454	0.0357672079043087
0.899799999999999	0.0670392803261124	0.0810473488726213	0.0564226249485733	0.0804192290815866	0.0800180100870591	0.0458879172442279	0.0940949642664374	0.0383344419381135
0.9082000000000008	0.084805908219296	0.0735449734532238	0.0574108084180213	0.0803448732632006	0.086243121363994	0.0515133334647954	0.0931044627532706	0.0420182808741191
0.9164999999999992	0.0860332966958941	0.0603074417155564	0.0554336779721555	0.0793035724341102	0.0842538263517358	0.0485834192756871	0.091011254983039	0.0388955246595834
0.9250000000000007	0.0831669566961625	0.0547623591935284	0.0629961532497729	0.0849491941200604	0.0907096479122895	0.0671946700523744	0.0937648697175923	0.0390558011008899
0.9331999999999994	0.0725489309313032	0.0799338434558993	0.058727200864713	0.0868024818752726	0.0902140073891111	0.0445366470678441	0.0933246306956068	0.0386550825777352
0.9417000000000009	0.0871570327096407	0.0555799113735115	0.0817093351418325	0.0661618103546359	0.0883539312762096	0.0706501625588056	0.0957443489546445	0.0425781885122322
0.9497999999999998	0.0703696381929459	0.0472065970701613	0.0881547973371374	0.0620354553990143	0.0947925978890111	0.0730243753842061	0.0966232802408502	0.0389756647079337
0.958000000000002	0.0716155531084143	0.063067501129451	0.0685572471169986	0.0629365499895815	0.1000965904256254	0.0719568732568534	0.0975016971427358	0.0406577618189381
0.9665999999999997	0.0741025504988348	0.0572128396116191	0.0639792785416397	0.0637621612787651	0.0951632381417244	0.0480940237009286	0.0989280290760366	0.0424982126309156
0.9748000000000019	0.0727562252559654	0.064201594034694	0.0572461641412282	0.0693813602274104	0.0986182459137765	0.0558875932051126	0.0989280290760366	0.041218103151225
0.9831000000000003	0.0874632791871357	0.0675955095291858	0.0670875403131376	0.0655621949005649	0.0996039668238832	0.0614413601172911	0.0977212210665428	0.0392160629217119
0.9916000000000018	0.0716155531084143	0.0607951130444828	0.0669241354524192	0.0629365499895815	0.0994807862607238	0.0615616551609381	0.0976114631178006	0.0416982535174543
0.9998000000000005	0.0725489309313032	0.055416459042858	0.0631600598770738	0.0678097340688879	0.1015735150287788	0.0490725065655799	0.0978309709895359	0.0397768641949642
1.0079999999999991	0.0751369047328109	0.0764254561064863	0.0629961532497729	0.0656371576457708	0.1034176781898885	0.0707690448972118	0.0970625529521207	0.04816747253364
1.0166000000000004	0.0797777931505914	0.0611200837234875	0.0592204992703297	0.0950821034840441	0.1331095706819809	0.0540679755077486	0.0973919231398685	0.0424182331088793
1.024799999999999	0.0911306790005157	0.0695292837519456	0.0701882802589657	0.0464208711107403	0.1009583021606523	0.0601168864913539	0.0993666278928895	0.0402574085620877
1.0332000000000008	0.0872591256672177	0.0703338250240612	0.0752313346121118	0.0462693496386492	0.1026802783070035	0.0762181531573014	0.1028708121680086	0.0499204385698561
1.0414999999999992	0.0781302609893597	0.0611200837234875	0.0745817314526333	0.0451325359636314	0.100835230045174	0.0764542106204944	0.1006816558855661	0.0444965182792493
1.0500000000000007	0.0714080127172391	0.0617696809481831	0.0778264618174593	0.0524713998531805	0.1007121480785375	0.0777512534930653	0.1009007152490841	0.0428980556358897
1.0581999999999994	0.0739990538895074	0.0593313229303529	0.096006651733115	0.0461935841677352	0.1039090817321959	0.0541894159355949	0.1021049706058043	0.0467319255140434
1.0667000000000009	0.0752402790287904	0.0537803367013456	0.0727936239866919	0.0477839964843713	0.1058731270379809	0.0604783300958633	0.1009007152490841	0.0467319255140434
1.0748999999999995	0.0787484158577622	0.0746662329607925	0.0752313346121118	0.0453599555631534	0.1025573439398215	0.0781046191744396	0.1021049706058043	0.0511146406711269
1.0831000000000017	0.0752402790287904	0.0581912072947741	0.0796075709503267	0.0540563332049615	0.1086920544983875	0.058307146463344	0.101010232943187	0.0494425303553196
1.0915999999999997	0.0801892362690173	0.0590057197407283	0.0731189199730617	0.052093831065056	0.1152901673181467	0.0566142497456161	0.1019955327626576	0.0451354963450274
1.0998000000000019	0.0776148286449858	0.068562904675776	0.0714916140159784	0.0520183078983045	0.1062411064213009	0.058307146463344	0.1034176027157123	0.0439372217699673
1.1082999999999998	0.0762734117363832	0.0667885692020657	0.0758806088741983	0.0509606540771798	0.1110168423146369	0.0595141072731888	0.1060394281746237	0.0499204385698561
1.1163999999999987	0.0763766640402066	0.0559067289476988	0.0711659047935939	0.0499779958108792	0.1178484736679816	0.0835029910058111	0.1027614301512986	0.045215352265318
1.1249000000000002	0.0774085784270632	0.0656576624701887	0.0649616498535117	0.0465723799576949	0.1129718359679436	0.054553623436566	0.1044013240211185	0.0438573077318231
1.1331999999999987	0.0853175098913874	0.0770643405647533	0.076853904359861	0.0495999088786369	0.1174832618143089	0.0826838990939784	0.1035269369265154	0.0527851611044631
1.1414000000000009	0.090825593776366	0.0661425070011603	0.0784744240284767	0.0444501064556632	0.1217386792791899	0.0843212265381139	0.1056027751738639	0.0484066163724712
1.1498999999999988	0.0906221500777921	0.0545987615486076	0.0750689646702302	0.0448292655785476	0.1214958295426118	0.0598758308171187	0.1027614301512986	0.0480877506865322
1.1582000000000008	0.0773054367475336	0.0862786564799957	0.0823553398293253	0.0479353918009142	0.1281602622721251	0.0836199341819392	0.1074576737800292	0.0526261323357566
1.1663999999999994	0.0914356678965484	0.0703338250240612	0.0800928991268632	0.0477082940991167	0.1163871055370808	0.0682687035434799	0.1049475574029763	0.0461733402986652
1.174900000000001	0.0929591698262866	0.0633916703398096	0.083807662515817	0.0486921793645738	0.1154120879917499	0.0699364878948305	0.1074576737800292	0.0464925535965399
1.1831999999999994	0.095594230637571	0.0785002106581238	0.0766917397297333	0.0416418690161553	0.1162652621477278	0.0839706589045661	0.1052752020411507	0.049203527489622
1.1914000000000016	0.0934664704846428	0.0831117190752337	0.0792839168055041	0.0449050879168151	0.1268296843635941	0.082566815941055	0.1089835180291558	0.0465723478594544
1.1998999999999995	0.0801892362690173	0.0661425070011603	0.1047631888616176	0.0547351676863936	0.1268296843635941	0.0844380475338171	0.105384401028731	0.0477688271179861
1.2082000000000015	0.0781302609893597	0.0724223458621153	0.1098306003812923	0.0480110847327264	0.1154120879917499	0.0763361908039488	0.1042920534863913	0.0507166634879716
1.2164000000000001	0.0760668738952212	0.0729036397076168	0.0852583436995564	0.0477839964843713	0.1214958295426118	0.0833860303525624	0.107239569352961	0.0526261323357566
1.2249000000000017	0.0776148286449858	0.0619320086191468	0.0839689303035395	0.0495999088786369	0.1306972638494468	0.0585486884305508	0.1111606083297616	0.0527056485194297
1.2332	0.0779241211585304	0.0831117190752337	0.083807662515817	0.0525469042043003	0.1346755432648372	0.0683879493357206	0.1076757465192486	0.0548512262669849
1.2413999999999987	0.0817305850828198	0.0688851438251116	0.0918463391491188	0.0504315963830155	0.1335915782721848	0.0681494395149884	0.1098547331143375	0.049203527489622
1.2499000000000002	0.0767895625387982	0.0740256805692016	0.090563527723257	0.0526224054199211	0.1252556974105907	0.0568563178052488	0.11126937999828	0.0519103246902652
1.2581999999999987	0.0832694728206213	0.0913231918786614	0.0857415399985499	0.0499779958108792	0.1388837140951473	0.0727872788120913	0.1086566819578269	0.0535800891023434
1.2664000000000009	0.0913340156301401	0.0650108054053646	0.1128299615168977	0.0567701519197854	0.131421353327557	0.0720755567222874	0.110290151101271	0.0523875621896205
1.2748999999999988	0.0785424083179693	0.0682405526284668	0.0817093351418325	0.0584266050336417	0.1282811668293941	0.0601168864913539	0.1127913562943483	0.0503185961345504
1.283100000000001	0.0927561749742293	0.0701729730404725	0.1103046486435155	0.0551121884790504	0.1422419789405626	0.0833860303525624	0.1114868996913305	0.0516716573193782
1.2913999999999994	0.0951893038670252	0.0669500138945888	0.0857415399985499	0.0525469042043003	0.1353977623335218	0.0646828225163422	0.113443159721708	0.0508758651794138
1.299900000000001	0.0904186635164168	0.0856461404435542	0.1123568425776744	0.0554137488401398	0.1341938753754092	0.0832690522164889	0.1126826948664021	0.0536595621241193
1.3080999999999996	0.080908839206929	0.0620943076557996	0.0855804947732545	0.0510362211839652	0.135036695198595	0.0753913898940668	0.1122479704736711	0.0530236772710992
1.3164000000000016	0.0816279051589501	0.0638777101065262	0.0865464632254511	0.0504315963830155	0.1378027124230936	0.0866543409065938	0.1115956477178521	0.0497611502754882
1.3248999999999995	0.0804977033387805	0.0807293419514234	0.0915257563802849	0.0489191542284856	0.1411633362754081	0.0634838530594694	0.112574025571293	0.059292977996824
1.3331000000000017	0.0927561749742293	0.0643634932551879	0.08283963002498	0.0501292085746047	0.1426013584284344	0.0734983526277466	0.1076757465192486	0.0531031754649529
1.3414000000000001	0.0827567831539812	0.0609576127307551	0.0931278707750453	0.0537545476264309	0.1375623865963078	0.0781046191744396	0.1133345454710124	0.0495221907526257
1.3499000000000017	0.0926546615549162	0.0900646485390108	0.0912050935814354	0.0547351676863936	0.1379228612534042	0.0748003085082695	0.1171313756205236	0.0568355388029271
1.3581000000000003	0.0818332540685913	0.089907209510077	0.0887975673278997	0.0540563332049615	0.14845936559262	0.0871201307745488	0.108438751699186	0.0500797124236847
1.3663999999999987	0.0777179371886473	0.092736998458534	0.0926474462191122	0.052924378937158	0.1409235351233597	0.0644431761811255	0.1135517661132166	0.0507166634879716
1.3749000000000002	0.0785424083179693	0.0884890446460602	0.0857415399985499	0.050204810240837	0.1481013526828007	0.0853719884382955	0.1152884004947125	0.0573907449448558
1.3830999999999989	0.0823464350167622	0.072101343372843	0.0830010194868564	0.0547351676863936	0.149413659399217	0.0901410332573771	0.1132259233602912	0.0506370572322971
1.3916000000000004	0.0770991202341675	0.0873845143311058	0.0907239492336891	0.0515651030162249	0.1503673613710034	0.063123802112095	0.1123566633762163	0.0460137118976362
1.3998999999999988	0.0953917884489683	0.0895922506102362	0.0963261185356421	0.0596303511433138	0.1727282209976586	0.0707690448972118	0.1126826948664021	0.0515125277248689
1.408100000000001	0.0843964314054501	0.0913231918786614	0.0934480540315791	0.0560920768547728	0.1517968062434906	0.0725501102095451	0.1268507795064213	0.047529596443443
1.416599999999999	0.1991078623867717	0.0846965503461483	0.0859025650233467	0.0576738588546028	0.4566709651675413	0.0695794055987644	0.1253429996159294	0.04816747253364
1.4248000000000012	0.0797777931505914	0.0792969490861814	0.0932879723778534	0.0551875832583803	0.4042248753184143	0.0921099618611462	0.1157222453241413	0.0528646700911803
1.4330999999999996	0.0797777931505914	0.0815241532632331	0.0980817678893837	0.0609836136953187	0.3939855825265645	0.0793989283757992	0.1158306869410079	0.0494425303553196
1.441600000000001	0.0980202374162146	0.1073750234806709	0.0961663950613931	0.0581255439544587	0.3943923979813846	0.0745637506484035	0.1028708121680086	0.0482471907635257
